"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	13	172787	Unreliable
	"Massachusetts"	"25"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	24	172787	13.9
	"Massachusetts"	"25"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	20	172787	11.6
	"Massachusetts"	"25"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	12	172787	Unreliable
	"Massachusetts"	"25"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	91	172787	52.7
	"Massachusetts"	"25"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	39	172787	22.6
	"Massachusetts"	"25"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	10	172787	Unreliable
	"Massachusetts"	"25"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	10	172787	Unreliable
	"Massachusetts"	"25"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	11	172787	Unreliable
	"Massachusetts"	"25"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	14	172787	Unreliable
	"Massachusetts"	"25"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	34	172787	19.7
	"Massachusetts"	"25"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	23	172787	13.3
	"Massachusetts"	"25"	"19 years"	"19"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	274486	Unreliable
	"Massachusetts"	"25"	"21 years"	"21"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	253236	Unreliable
	"Massachusetts"	"25"	"22 years"	"22"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	241897	Unreliable
	"Massachusetts"	"25"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	241897	9.9
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	233959	12.0
	"Massachusetts"	"25"	"23 years"	"23"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	233959	Unreliable
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	241774	9.1
	"Massachusetts"	"25"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	241774	Unreliable
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	243969	11.9
	"Massachusetts"	"25"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	243969	Unreliable
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	48	246724	19.5
	"Massachusetts"	"25"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	246724	Unreliable
	"Massachusetts"	"25"	"26 years"	"26"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	246724	Unreliable
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	39	247537	15.8
	"Massachusetts"	"25"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	247537	10.5
	"Massachusetts"	"25"	"28 years"	"28"	"Other ill-defined and unspecified causes of mortality"	"R99"	11	248228	Unreliable
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	42	248228	16.9
	"Massachusetts"	"25"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	248228	12.5
	"Massachusetts"	"25"	"28 years"	"28"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	248228	Unreliable
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	64	250008	25.6
	"Massachusetts"	"25"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	250008	12.0
	"Massachusetts"	"25"	"29 years"	"29"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	250008	Unreliable
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	46	249119	18.5
	"Massachusetts"	"25"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	249119	10.8
	"Massachusetts"	"25"	"31 years"	"31"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	246449	Unreliable
