"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"< 1 year"	"0"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	12	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	16	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	34	214897	15.8
	"Arizona"	"04"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	21	214897	9.8
	"Arizona"	"04"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	23	214897	10.7
	"Arizona"	"04"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	155	214897	72.1
	"Arizona"	"04"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	40	214897	18.6
	"Arizona"	"04"	"< 1 year"	"0"	"Intrauterine hypoxia, unspecified"	"P20.9"	12	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Birth asphyxia, unspecified"	"P21.9"	12	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	14	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Neonatal cardiac failure"	"P29.0"	37	214897	17.2
	"Arizona"	"04"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	21	214897	9.8
	"Arizona"	"04"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	23	214897	10.7
	"Arizona"	"04"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	10	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	14	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	13	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	21	214897	9.8
	"Arizona"	"04"	"< 1 year"	"0"	"Hypoplastic left heart syndrome"	"Q23.4"	17	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	30	214897	14.0
	"Arizona"	"04"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	18	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Congenital diaphragmatic hernia"	"Q79.0"	10	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	11	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	25	214897	11.6
	"Arizona"	"04"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	11	214897	Unreliable
	"Arizona"	"04"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	47	214897	21.9
	"Arizona"	"04"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	105	214897	48.9
	"Arizona"	"04"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	41	214897	19.1
