"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Montana"	"30"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	11	29339	Unreliable
	"Montana"	"30"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	17	29339	Unreliable
	"Montana"	"30"	"52 years"	"52"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	30847	Unreliable
	"Montana"	"30"	"54 years"	"54"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	34003	Unreliable
	"Montana"	"30"	"55 years"	"55"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	35830	Unreliable
	"Montana"	"30"	"55 years"	"55"	"Acute myocardial infarction, unspecified"	"I21.9"	10	35830	Unreliable
	"Montana"	"30"	"56 years"	"56"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	19	37281	Unreliable
	"Montana"	"30"	"56 years"	"56"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	37281	Unreliable
	"Montana"	"30"	"56 years"	"56"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	37281	Unreliable
	"Montana"	"30"	"57 years"	"57"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	37930	Unreliable
	"Montana"	"30"	"57 years"	"57"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	37930	Unreliable
	"Montana"	"30"	"57 years"	"57"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	37930	Unreliable
	"Montana"	"30"	"57 years"	"57"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	37930	Unreliable
	"Montana"	"30"	"58 years"	"58"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	18	38967	Unreliable
	"Montana"	"30"	"58 years"	"58"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	17	38967	Unreliable
	"Montana"	"30"	"58 years"	"58"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	22	38967	56.5
	"Montana"	"30"	"59 years"	"59"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	39611	50.5
	"Montana"	"30"	"59 years"	"59"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	25	39611	63.1
	"Montana"	"30"	"59 years"	"59"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13	39611	Unreliable
	"Montana"	"30"	"59 years"	"59"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	39611	Unreliable
	"Montana"	"30"	"60 years"	"60"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	19	39605	Unreliable
	"Montana"	"30"	"60 years"	"60"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	24	39605	60.6
	"Montana"	"30"	"60 years"	"60"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	39605	Unreliable
	"Montana"	"30"	"61 years"	"61"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	10	39745	Unreliable
	"Montana"	"30"	"61 years"	"61"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	21	39745	52.8
	"Montana"	"30"	"61 years"	"61"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	17	39745	Unreliable
