"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Kentucky"	"21"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	12	131131	Unreliable
	"Kentucky"	"21"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	62	131131	47.3
	"Kentucky"	"21"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	26	131131	19.8
	"Kentucky"	"21"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	16	131131	Unreliable
	"Kentucky"	"21"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	13	131131	Unreliable
	"Kentucky"	"21"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	10	131131	Unreliable
	"Kentucky"	"21"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	10	131131	Unreliable
	"Kentucky"	"21"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	20	131131	15.3
	"Kentucky"	"21"	"< 1 year"	"0"	"Holoprosencephaly"	"Q04.2"	12	131131	Unreliable
	"Kentucky"	"21"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	23	131131	17.5
	"Kentucky"	"21"	"< 1 year"	"0"	"Congenital diaphragmatic hernia"	"Q79.0"	13	131131	Unreliable
	"Kentucky"	"21"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	25	131131	19.1
	"Kentucky"	"21"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	59	131131	45.0
	"Kentucky"	"21"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	58	131131	44.2
	"Kentucky"	"21"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	21	131131	16.0
	"Kentucky"	"21"	"16 years"	"16"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	139197	Unreliable
	"Kentucky"	"21"	"17 years"	"17"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	12	140352	Unreliable
	"Kentucky"	"21"	"18 years"	"18"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	19	138919	Unreliable
	"Kentucky"	"21"	"19 years"	"19"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	14	141045	Unreliable
	"Kentucky"	"21"	"20 years"	"20"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	141819	Unreliable
	"Kentucky"	"21"	"21 years"	"21"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	17	143657	Unreliable
	"Kentucky"	"21"	"22 years"	"22"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	146237	Unreliable
	"Kentucky"	"21"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	146237	Unreliable
	"Kentucky"	"21"	"22 years"	"22"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	146237	Unreliable
	"Kentucky"	"21"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	147355	15.6
	"Kentucky"	"21"	"23 years"	"23"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	147355	14.3
	"Kentucky"	"21"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	147140	Unreliable
	"Kentucky"	"21"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	147140	Unreliable
	"Kentucky"	"21"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	149494	Unreliable
	"Kentucky"	"21"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	149494	21.4
	"Kentucky"	"21"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	151398	Unreliable
	"Kentucky"	"21"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	151398	Unreliable
	"Kentucky"	"21"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	151112	15.9
	"Kentucky"	"21"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	151112	17.2
	"Kentucky"	"21"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	149851	19.4
	"Kentucky"	"21"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	149851	19.4
	"Kentucky"	"21"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	145966	Unreliable
	"Kentucky"	"21"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	145966	28.8
	"Kentucky"	"21"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	141848	19.0
	"Kentucky"	"21"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	141848	19.7
	"Kentucky"	"21"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	137872	15.2
	"Kentucky"	"21"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	40	137872	29.0
	"Kentucky"	"21"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	135846	16.9
	"Kentucky"	"21"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	135846	22.1
	"Kentucky"	"21"	"33 years"	"33"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	136283	Unreliable
	"Kentucky"	"21"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	136283	16.1
	"Kentucky"	"21"	"33 years"	"33"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	136283	20.5
	"Kentucky"	"21"	"34 years"	"34"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	11	137746	Unreliable
	"Kentucky"	"21"	"34 years"	"34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	137746	16.0
	"Kentucky"	"21"	"34 years"	"34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	49	137746	35.6
	"Kentucky"	"21"	"35 years"	"35"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	139497	15.8
	"Kentucky"	"21"	"35 years"	"35"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	40	139497	28.7
	"Kentucky"	"21"	"35 years"	"35"	"Assault by other and unspecified firearm discharge"	"X95"	15	139497	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	141268	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	141268	19.8
	"Kentucky"	"21"	"36 years"	"36"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	141268	22.7
	"Kentucky"	"21"	"37 years"	"37"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	141940	Unreliable
	"Kentucky"	"21"	"37 years"	"37"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	141940	Unreliable
	"Kentucky"	"21"	"37 years"	"37"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	141940	16.2
	"Kentucky"	"21"	"37 years"	"37"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	50	141940	35.2
	"Kentucky"	"21"	"38 years"	"38"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	141280	Unreliable
	"Kentucky"	"21"	"38 years"	"38"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	141280	16.3
	"Kentucky"	"21"	"38 years"	"38"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	58	141280	41.1
	"Kentucky"	"21"	"39 years"	"39"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	140439	Unreliable
	"Kentucky"	"21"	"39 years"	"39"	"Pneumonia, unspecified"	"J18.9"	10	140439	Unreliable
	"Kentucky"	"21"	"39 years"	"39"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	140439	Unreliable
