"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"District of Columbia"	"11"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	19	24346	Unreliable
	"District of Columbia"	"11"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	19	24346	Unreliable
	"District of Columbia"	"11"	"17 years"	"17"	"Assault by other and unspecified firearm discharge"	"X95"	17	13199	Unreliable
	"District of Columbia"	"11"	"18 years"	"18"	"Assault by other and unspecified firearm discharge"	"X95"	17	19805	Unreliable
	"District of Columbia"	"11"	"19 years"	"19"	"Assault by other and unspecified firearm discharge"	"X95"	17	28040	Unreliable
	"District of Columbia"	"11"	"20 years"	"20"	"Assault by other and unspecified firearm discharge"	"X95"	22	24834	88.6
	"District of Columbia"	"11"	"21 years"	"21"	"Assault by other and unspecified firearm discharge"	"X95"	19	21372	Unreliable
	"District of Columbia"	"11"	"22 years"	"22"	"Assault by other and unspecified firearm discharge"	"X95"	35	20230	173.0
	"District of Columbia"	"11"	"23 years"	"23"	"Assault by other and unspecified firearm discharge"	"X95"	28	24612	113.8
	"District of Columbia"	"11"	"24 years"	"24"	"Assault by other and unspecified firearm discharge"	"X95"	30	29547	101.5
	"District of Columbia"	"11"	"25 years"	"25"	"Assault by other and unspecified firearm discharge"	"X95"	31	33876	91.5
	"District of Columbia"	"11"	"26 years"	"26"	"Assault by other and unspecified firearm discharge"	"X95"	22	36367	60.5
	"District of Columbia"	"11"	"27 years"	"27"	"Assault by other and unspecified firearm discharge"	"X95"	26	38654	67.3
	"District of Columbia"	"11"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	39880	Unreliable
	"District of Columbia"	"11"	"28 years"	"28"	"Assault by other and unspecified firearm discharge"	"X95"	26	39880	65.2
	"District of Columbia"	"11"	"29 years"	"29"	"Assault by other and unspecified firearm discharge"	"X95"	20	40801	49.0
	"District of Columbia"	"11"	"30 years"	"30"	"Assault by other and unspecified firearm discharge"	"X95"	18	41085	Unreliable
	"District of Columbia"	"11"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	39418	Unreliable
	"District of Columbia"	"11"	"31 years"	"31"	"Assault by other and unspecified firearm discharge"	"X95"	13	39418	Unreliable
	"District of Columbia"	"11"	"32 years"	"32"	"Assault by other and unspecified firearm discharge"	"X95"	13	38843	Unreliable
	"District of Columbia"	"11"	"36 years"	"36"	"Assault by other and unspecified firearm discharge"	"X95"	11	32242	Unreliable
	"District of Columbia"	"11"	"37 years"	"37"	"Assault by other and unspecified firearm discharge"	"X95"	11	30398	Unreliable
	"District of Columbia"	"11"	"38 years"	"38"	"Assault by other and unspecified firearm discharge"	"X95"	10	28563	Unreliable
	"District of Columbia"	"11"	"39 years"	"39"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	26302	Unreliable
	"District of Columbia"	"11"	"39 years"	"39"	"Assault by other and unspecified firearm discharge"	"X95"	10	26302	Unreliable
	"District of Columbia"	"11"	"43 years"	"43"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	20387	Unreliable
	"District of Columbia"	"11"	"45 years"	"45"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	19770	Unreliable
	"District of Columbia"	"11"	"46 years"	"46"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	19930	Unreliable
	"District of Columbia"	"11"	"49 years"	"49"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	18657	Unreliable
	"District of Columbia"	"11"	"50 years"	"50"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	18284	Unreliable
	"District of Columbia"	"11"	"50 years"	"50"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	18284	Unreliable
	"District of Columbia"	"11"	"51 years"	"51"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	18136	Unreliable
	"District of Columbia"	"11"	"52 years"	"52"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	18363	Unreliable
	"District of Columbia"	"11"	"52 years"	"52"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	18363	114.4
	"District of Columbia"	"11"	"53 years"	"53"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	18334	Unreliable
	"District of Columbia"	"11"	"53 years"	"53"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13	18334	Unreliable
	"District of Columbia"	"11"	"53 years"	"53"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	18334	120.0
	"District of Columbia"	"11"	"54 years"	"54"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	18865	Unreliable
	"District of Columbia"	"11"	"54 years"	"54"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	17	18865	Unreliable
	"District of Columbia"	"11"	"54 years"	"54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	18865	116.6
	"District of Columbia"	"11"	"55 years"	"55"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	13	18721	Unreliable
	"District of Columbia"	"11"	"55 years"	"55"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13	18721	Unreliable
	"District of Columbia"	"11"	"55 years"	"55"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	18721	128.2
	"District of Columbia"	"11"	"56 years"	"56"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	19	18298	Unreliable
	"District of Columbia"	"11"	"56 years"	"56"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	18298	114.8
	"District of Columbia"	"11"	"56 years"	"56"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	33	18298	180.3
	"District of Columbia"	"11"	"57 years"	"57"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	16	18072	Unreliable
	"District of Columbia"	"11"	"57 years"	"57"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	20	18072	110.7
	"District of Columbia"	"11"	"57 years"	"57"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	18072	226.9
	"District of Columbia"	"11"	"58 years"	"58"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	17457	Unreliable
	"District of Columbia"	"11"	"58 years"	"58"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	24	17457	137.5
	"District of Columbia"	"11"	"58 years"	"58"	"Atherosclerotic heart disease"	"I25.1"	12	17457	Unreliable
	"District of Columbia"	"11"	"58 years"	"58"	"COVID-19"	"U07.1"	11	17457	Unreliable
	"District of Columbia"	"11"	"58 years"	"58"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	17457	154.7
	"District of Columbia"	"11"	"59 years"	"59"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	15	17333	Unreliable
	"District of Columbia"	"11"	"59 years"	"59"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	15	17333	Unreliable
	"District of Columbia"	"11"	"59 years"	"59"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	17333	121.2
	"District of Columbia"	"11"	"59 years"	"59"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	17333	132.7
	"District of Columbia"	"11"	"60 years"	"60"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	16561	Unreliable
	"District of Columbia"	"11"	"60 years"	"60"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	16561	Unreliable
	"District of Columbia"	"11"	"60 years"	"60"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	30	16561	181.1
	"District of Columbia"	"11"	"60 years"	"60"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	37	16561	223.4
	"District of Columbia"	"11"	"61 years"	"61"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	17	15898	Unreliable
	"District of Columbia"	"11"	"61 years"	"61"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	17	15898	Unreliable
	"District of Columbia"	"11"	"61 years"	"61"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	23	15898	144.7
	"District of Columbia"	"11"	"61 years"	"61"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	15898	213.9
	"District of Columbia"	"11"	"62 years"	"62"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	15381	Unreliable
	"District of Columbia"	"11"	"62 years"	"62"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	13	15381	Unreliable
	"District of Columbia"	"11"	"62 years"	"62"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	37	15381	240.6
	"District of Columbia"	"11"	"62 years"	"62"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	40	15381	260.1
	"District of Columbia"	"11"	"63 years"	"63"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	14947	Unreliable
	"District of Columbia"	"11"	"63 years"	"63"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	11	14947	Unreliable
	"District of Columbia"	"11"	"63 years"	"63"	"Acute myocardial infarction, unspecified"	"I21.9"	10	14947	Unreliable
	"District of Columbia"	"11"	"63 years"	"63"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	45	14947	301.1
	"District of Columbia"	"11"	"63 years"	"63"	"COVID-19"	"U07.1"	11	14947	Unreliable
