"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Mississippi"	"28"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	16	88664	Unreliable
	"Mississippi"	"28"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	105	88664	118.4
	"Mississippi"	"28"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	31	88664	35.0
	"Mississippi"	"28"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	12	88664	Unreliable
	"Mississippi"	"28"	"< 1 year"	"0"	"Condition originating in the perinatal period, unspecified"	"P96.9"	11	88664	Unreliable
	"Mississippi"	"28"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	10	88664	Unreliable
	"Mississippi"	"28"	"< 1 year"	"0"	"Hypoplastic left heart syndrome"	"Q23.4"	15	88664	Unreliable
	"Mississippi"	"28"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	10	88664	Unreliable
	"Mississippi"	"28"	"< 1 year"	"0"	"Congenital diaphragmatic hernia"	"Q79.0"	11	88664	Unreliable
	"Mississippi"	"28"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	12	88664	Unreliable
	"Mississippi"	"28"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	40	88664	45.1
	"Mississippi"	"28"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	93	88664	104.9
	"Mississippi"	"28"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	17	88664	Unreliable
	"Mississippi"	"28"	"18 years"	"18"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	99516	Unreliable
	"Mississippi"	"28"	"25 years"	"25"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	103017	Unreliable
	"Mississippi"	"28"	"27 years"	"27"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	103833	Unreliable
	"Mississippi"	"28"	"27 years"	"27"	"Assault by other and unspecified firearm discharge"	"X95"	10	103833	Unreliable
	"Mississippi"	"28"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	100221	Unreliable
	"Mississippi"	"28"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	95716	Unreliable
	"Mississippi"	"28"	"32 years"	"32"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	94255	Unreliable
	"Mississippi"	"28"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	94255	Unreliable
	"Mississippi"	"28"	"32 years"	"32"	"Assault by other and unspecified firearm discharge"	"X95"	13	94255	Unreliable
	"Mississippi"	"28"	"35 years"	"35"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	96572	Unreliable
	"Mississippi"	"28"	"37 years"	"37"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	97377	Unreliable
	"Mississippi"	"28"	"37 years"	"37"	"Assault by other and unspecified firearm discharge"	"X95"	10	97377	Unreliable
	"Mississippi"	"28"	"38 years"	"38"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	96483	Unreliable
	"Mississippi"	"28"	"39 years"	"39"	"Acute myocardial infarction, unspecified"	"I21.9"	11	95429	Unreliable
	"Mississippi"	"28"	"39 years"	"39"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	95429	Unreliable
	"Mississippi"	"28"	"39 years"	"39"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	95429	Unreliable
	"Mississippi"	"28"	"40 years"	"40"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	16	93453	Unreliable
	"Mississippi"	"28"	"41 years"	"41"	"Acute myocardial infarction, unspecified"	"I21.9"	13	91808	Unreliable
	"Mississippi"	"28"	"41 years"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	91808	Unreliable
	"Mississippi"	"28"	"42 years"	"42"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	19	90715	Unreliable
	"Mississippi"	"28"	"42 years"	"42"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	90715	Unreliable
	"Mississippi"	"28"	"43 years"	"43"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	90472	Unreliable
	"Mississippi"	"28"	"43 years"	"43"	"Acute myocardial infarction, unspecified"	"I21.9"	19	90472	Unreliable
	"Mississippi"	"28"	"44 years"	"44"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	19	91051	Unreliable
	"Mississippi"	"28"	"44 years"	"44"	"Acute myocardial infarction, unspecified"	"I21.9"	20	91051	22.0
	"Mississippi"	"28"	"44 years"	"44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	91051	Unreliable
	"Mississippi"	"28"	"45 years"	"45"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	19	93402	Unreliable
	"Mississippi"	"28"	"45 years"	"45"	"Acute myocardial infarction, unspecified"	"I21.9"	20	93402	21.4
	"Mississippi"	"28"	"45 years"	"45"	"COVID-19"	"U07.1"	13	93402	Unreliable
	"Mississippi"	"28"	"45 years"	"45"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	93402	Unreliable
	"Mississippi"	"28"	"46 years"	"46"	"Septicaemia, unspecified"	"A41.9"	11	94808	Unreliable
	"Mississippi"	"28"	"46 years"	"46"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	23	94808	24.3
	"Mississippi"	"28"	"46 years"	"46"	"Acute myocardial infarction, unspecified"	"I21.9"	23	94808	24.3
	"Mississippi"	"28"	"46 years"	"46"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	94808	Unreliable
	"Mississippi"	"28"	"47 years"	"47"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	13	95671	Unreliable
	"Mississippi"	"28"	"47 years"	"47"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	30	95671	31.4
	"Mississippi"	"28"	"47 years"	"47"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	10	95671	Unreliable
	"Mississippi"	"28"	"47 years"	"47"	"Acute myocardial infarction, unspecified"	"I21.9"	21	95671	22.0
	"Mississippi"	"28"	"47 years"	"47"	"COVID-19"	"U07.1"	10	95671	Unreliable
	"Mississippi"	"28"	"47 years"	"47"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	95671	Unreliable
	"Mississippi"	"28"	"48 years"	"48"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	95336	Unreliable
	"Mississippi"	"28"	"48 years"	"48"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	26	95336	27.3
	"Mississippi"	"28"	"48 years"	"48"	"Unspecified diabetes mellitus, without complications"	"E14.9"	12	95336	Unreliable
	"Mississippi"	"28"	"48 years"	"48"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	14	95336	Unreliable
	"Mississippi"	"28"	"48 years"	"48"	"Acute myocardial infarction, unspecified"	"I21.9"	28	95336	29.4
	"Mississippi"	"28"	"48 years"	"48"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	95336	Unreliable
	"Mississippi"	"28"	"48 years"	"48"	"Other and unspecified cirrhosis of liver"	"K74.6"	16	95336	Unreliable
	"Mississippi"	"28"	"48 years"	"48"	"COVID-19"	"U07.1"	14	95336	Unreliable
	"Mississippi"	"28"	"49 years"	"49"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	94635	21.1
	"Mississippi"	"28"	"49 years"	"49"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	18	94635	Unreliable
	"Mississippi"	"28"	"49 years"	"49"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	10	94635	Unreliable
	"Mississippi"	"28"	"49 years"	"49"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	94635	Unreliable
	"Mississippi"	"28"	"49 years"	"49"	"Acute myocardial infarction, unspecified"	"I21.9"	31	94635	32.8
	"Mississippi"	"28"	"49 years"	"49"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	94635	Unreliable
	"Mississippi"	"28"	"49 years"	"49"	"Alcoholic cirrhosis of liver"	"K70.3"	11	94635	Unreliable
	"Mississippi"	"28"	"49 years"	"49"	"COVID-19"	"U07.1"	14	94635	Unreliable
	"Mississippi"	"28"	"49 years"	"49"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	94635	Unreliable
	"Mississippi"	"28"	"50 years"	"50"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	10	93285	Unreliable
