"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	16	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	54	282686	19.1
	"Michigan"	"26"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	31	282686	11.0
	"Michigan"	"26"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	22	282686	7.8
	"Michigan"	"26"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	388	282686	137.3
	"Michigan"	"26"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	105	282686	37.1
	"Michigan"	"26"	"< 1 year"	"0"	"Intrauterine hypoxia, unspecified"	"P20.9"	11	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Birth asphyxia, unspecified"	"P21.9"	10	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	43	282686	15.2
	"Michigan"	"26"	"< 1 year"	"0"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	15	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	18	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Neonatal cardiac failure"	"P29.0"	18	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	12	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	10	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	37	282686	13.1
	"Michigan"	"26"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	19	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	28	282686	9.9
	"Michigan"	"26"	"< 1 year"	"0"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	14	282686	Unreliable
	"Michigan"	"26"	"< 1 year"	"0"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	24	282686	8.5
	"Michigan"	"26"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	20	282686	7.1
	"Michigan"	"26"	"< 1 year"	"0"	"Hypoplastic left heart syndrome"	"Q23.4"	21	282686	7.4
	"Michigan"	"26"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	22	282686	7.8
	"Michigan"	"26"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	35	282686	12.4
