"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	26	26735	97.3
	"Alaska"	"02"	"19 years"	"19"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	10	23637	Unreliable
	"Alaska"	"02"	"21 years"	"21"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	30152	Unreliable
	"Alaska"	"02"	"22 years"	"22"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	30719	Unreliable
	"Alaska"	"02"	"23 years"	"23"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	31300	Unreliable
	"Alaska"	"02"	"26 years"	"26"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	13	33433	Unreliable
	"Alaska"	"02"	"27 years"	"27"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	11	33119	Unreliable
	"Alaska"	"02"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	31323	Unreliable
	"Alaska"	"02"	"31 years"	"31"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	12	30505	Unreliable
	"Alaska"	"02"	"51 years"	"51"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	23034	Unreliable
	"Alaska"	"02"	"52 years"	"52"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	12	23347	Unreliable
	"Alaska"	"02"	"53 years"	"53"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	17	23826	Unreliable
	"Alaska"	"02"	"54 years"	"54"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	17	24693	Unreliable
	"Alaska"	"02"	"55 years"	"55"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	25	25362	98.6
	"Alaska"	"02"	"56 years"	"56"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	25557	Unreliable
	"Alaska"	"02"	"56 years"	"56"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	25	25557	97.8
	"Alaska"	"02"	"57 years"	"57"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	25732	Unreliable
	"Alaska"	"02"	"57 years"	"57"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	25	25732	97.2
	"Alaska"	"02"	"58 years"	"58"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	22	25506	86.3
	"Alaska"	"02"	"58 years"	"58"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	25506	82.3
	"Alaska"	"02"	"59 years"	"59"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	23	25168	91.4
	"Alaska"	"02"	"60 years"	"60"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	10	24504	Unreliable
	"Alaska"	"02"	"60 years"	"60"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	24504	Unreliable
	"Alaska"	"02"	"60 years"	"60"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27	24504	110.2
	"Alaska"	"02"	"60 years"	"60"	"Atherosclerotic heart disease"	"I25.1"	12	24504	Unreliable
	"Alaska"	"02"	"61 years"	"61"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	23748	Unreliable
	"Alaska"	"02"	"61 years"	"61"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27	23748	113.7
	"Alaska"	"02"	"61 years"	"61"	"Atherosclerotic heart disease"	"I25.1"	14	23748	Unreliable
	"Alaska"	"02"	"62 years"	"62"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	24	23159	103.6
	"Alaska"	"02"	"62 years"	"62"	"Acute myocardial infarction, unspecified"	"I21.9"	13	23159	Unreliable
	"Alaska"	"02"	"62 years"	"62"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	25	23159	107.9
	"Alaska"	"02"	"63 years"	"63"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	19	22296	Unreliable
	"Alaska"	"02"	"63 years"	"63"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	30	22296	134.6
	"Alaska"	"02"	"64 years"	"64"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	21248	Unreliable
	"Alaska"	"02"	"64 years"	"64"	"Acute myocardial infarction, unspecified"	"I21.9"	11	21248	Unreliable
	"Alaska"	"02"	"64 years"	"64"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	22	21248	103.5
	"Alaska"	"02"	"64 years"	"64"	"Atherosclerotic heart disease"	"I25.1"	18	21248	Unreliable
	"Alaska"	"02"	"64 years"	"64"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	21248	Unreliable
	"Alaska"	"02"	"65 years"	"65"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	15	20356	Unreliable
	"Alaska"	"02"	"65 years"	"65"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	20	20356	98.3
	"Alaska"	"02"	"65 years"	"65"	"Atherosclerotic heart disease"	"I25.1"	17	20356	Unreliable
	"Alaska"	"02"	"66 years"	"66"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	25	19180	130.3
	"Alaska"	"02"	"66 years"	"66"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	24	19180	125.1
	"Alaska"	"02"	"66 years"	"66"	"Atherosclerotic heart disease"	"I25.1"	13	19180	Unreliable
	"Alaska"	"02"	"67 years"	"67"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	33	18159	181.7
	"Alaska"	"02"	"67 years"	"67"	"Acute myocardial infarction, unspecified"	"I21.9"	14	18159	Unreliable
	"Alaska"	"02"	"67 years"	"67"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	18159	Unreliable
	"Alaska"	"02"	"67 years"	"67"	"Atherosclerotic heart disease"	"I25.1"	11	18159	Unreliable
	"Alaska"	"02"	"68 years"	"68"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	33	16827	196.1
	"Alaska"	"02"	"68 years"	"68"	"Malignant neoplasm of prostate"	"C61"	11	16827	Unreliable
	"Alaska"	"02"	"68 years"	"68"	"Acute myocardial infarction, unspecified"	"I21.9"	14	16827	Unreliable
	"Alaska"	"02"	"68 years"	"68"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	16827	Unreliable
	"Alaska"	"02"	"68 years"	"68"	"Atherosclerotic heart disease"	"I25.1"	13	16827	Unreliable
	"Alaska"	"02"	"68 years"	"68"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	16	16827	Unreliable
	"Alaska"	"02"	"69 years"	"69"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	16111	124.1
	"Alaska"	"02"	"69 years"	"69"	"Malignant neoplasm without specification of site"	"C80"	10	16111	Unreliable
	"Alaska"	"02"	"69 years"	"69"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	28	16111	173.8
	"Alaska"	"02"	"69 years"	"69"	"Atherosclerotic heart disease"	"I25.1"	10	16111	Unreliable
	"Alaska"	"02"	"69 years"	"69"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	16111	Unreliable
	"Alaska"	"02"	"70 years"	"70"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	27	14696	183.7
	"Alaska"	"02"	"70 years"	"70"	"Acute myocardial infarction, unspecified"	"I21.9"	10	14696	Unreliable
	"Alaska"	"02"	"70 years"	"70"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	23	14696	156.5
