"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Maine"	"23"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	13	30104	Unreliable
	"Maine"	"23"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	16	30104	Unreliable
	"Maine"	"23"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	15	30104	Unreliable
	"Maine"	"23"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	16	30104	Unreliable
	"Maine"	"23"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	39792	Unreliable
	"Maine"	"23"	"38 years"	"38"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	39368	Unreliable
	"Maine"	"23"	"39 years"	"39"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	38813	Unreliable
	"Maine"	"23"	"41 years"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	37873	Unreliable
	"Maine"	"23"	"49 years"	"49"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	45560	Unreliable
	"Maine"	"23"	"49 years"	"49"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	45560	Unreliable
	"Maine"	"23"	"49 years"	"49"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	45560	Unreliable
	"Maine"	"23"	"50 years"	"50"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	12	45900	Unreliable
	"Maine"	"23"	"50 years"	"50"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	45900	Unreliable
	"Maine"	"23"	"51 years"	"51"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	12	46860	Unreliable
	"Maine"	"23"	"51 years"	"51"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	11	46860	Unreliable
	"Maine"	"23"	"52 years"	"52"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	24	48552	49.4
	"Maine"	"23"	"53 years"	"53"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	28	50357	55.6
	"Maine"	"23"	"53 years"	"53"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	20	50357	39.7
	"Maine"	"23"	"54 years"	"54"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	51916	38.5
	"Maine"	"23"	"54 years"	"54"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	51916	Unreliable
	"Maine"	"23"	"54 years"	"54"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	51916	Unreliable
	"Maine"	"23"	"55 years"	"55"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	53505	Unreliable
	"Maine"	"23"	"55 years"	"55"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	16	53505	Unreliable
	"Maine"	"23"	"55 years"	"55"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	53505	Unreliable
	"Maine"	"23"	"55 years"	"55"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	53505	Unreliable
	"Maine"	"23"	"56 years"	"56"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	29	54554	53.2
	"Maine"	"23"	"56 years"	"56"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	18	54554	Unreliable
	"Maine"	"23"	"56 years"	"56"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	54554	Unreliable
	"Maine"	"23"	"57 years"	"57"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	37	55271	66.9
	"Maine"	"23"	"57 years"	"57"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	17	55271	Unreliable
	"Maine"	"23"	"57 years"	"57"	"Cardiovascular disease, unspecified"	"I51.6"	11	55271	Unreliable
	"Maine"	"23"	"57 years"	"57"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	55271	Unreliable
	"Maine"	"23"	"58 years"	"58"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	10	55695	Unreliable
	"Maine"	"23"	"58 years"	"58"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	46	55695	82.6
	"Maine"	"23"	"58 years"	"58"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	17	55695	Unreliable
	"Maine"	"23"	"58 years"	"58"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	55695	Unreliable
	"Maine"	"23"	"59 years"	"59"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	11	55980	Unreliable
	"Maine"	"23"	"59 years"	"59"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	38	55980	67.9
	"Maine"	"23"	"59 years"	"59"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	15	55980	Unreliable
	"Maine"	"23"	"59 years"	"59"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	55980	Unreliable
	"Maine"	"23"	"59 years"	"59"	"Alcoholic cirrhosis of liver"	"K70.3"	11	55980	Unreliable
