"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Wisconsin"	"55"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	11	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	32	164876	19.4
	"Wisconsin"	"55"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	18	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	19	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	172	164876	104.3
	"Wisconsin"	"55"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	63	164876	38.2
	"Wisconsin"	"55"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	17	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	16	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Neonatal cardiac failure"	"P29.0"	13	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	11	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	10	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	17	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	15	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	14	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	16	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	16	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Congenital diaphragmatic hernia"	"Q79.0"	16	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	16	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	17	164876	Unreliable
	"Wisconsin"	"55"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	34	164876	20.6
	"Wisconsin"	"55"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	80	164876	48.5
	"Wisconsin"	"55"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	54	164876	32.8
	"Wisconsin"	"55"	"15 years"	"15"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	189421	Unreliable
	"Wisconsin"	"55"	"17 years"	"17"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	191704	Unreliable
	"Wisconsin"	"55"	"17 years"	"17"	"Assault by other and unspecified firearm discharge"	"X95"	15	191704	Unreliable
	"Wisconsin"	"55"	"18 years"	"18"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	13	192151	Unreliable
	"Wisconsin"	"55"	"18 years"	"18"	"Intentional self-harm by handgun discharge"	"X72"	10	192151	Unreliable
	"Wisconsin"	"55"	"18 years"	"18"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	10	192151	Unreliable
	"Wisconsin"	"55"	"18 years"	"18"	"Assault by other and unspecified firearm discharge"	"X95"	24	192151	12.5
	"Wisconsin"	"55"	"19 years"	"19"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	201556	Unreliable
	"Wisconsin"	"55"	"19 years"	"19"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	201556	Unreliable
	"Wisconsin"	"55"	"19 years"	"19"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	18	201556	Unreliable
	"Wisconsin"	"55"	"19 years"	"19"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	12	201556	Unreliable
	"Wisconsin"	"55"	"19 years"	"19"	"Assault by other and unspecified firearm discharge"	"X95"	16	201556	Unreliable
	"Wisconsin"	"55"	"20 years"	"20"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	200671	Unreliable
	"Wisconsin"	"55"	"20 years"	"20"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	200671	Unreliable
	"Wisconsin"	"55"	"20 years"	"20"	"Intentional self-harm by handgun discharge"	"X72"	10	200671	Unreliable
	"Wisconsin"	"55"	"20 years"	"20"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	11	200671	Unreliable
	"Wisconsin"	"55"	"20 years"	"20"	"Assault by other and unspecified firearm discharge"	"X95"	19	200671	Unreliable
	"Wisconsin"	"55"	"21 years"	"21"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	11	199989	Unreliable
	"Wisconsin"	"55"	"21 years"	"21"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	199989	14.0
	"Wisconsin"	"55"	"21 years"	"21"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	199989	Unreliable
	"Wisconsin"	"55"	"21 years"	"21"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	21	199989	10.5
	"Wisconsin"	"55"	"21 years"	"21"	"Intentional self-harm by handgun discharge"	"X72"	18	199989	Unreliable
	"Wisconsin"	"55"	"21 years"	"21"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	16	199989	Unreliable
	"Wisconsin"	"55"	"21 years"	"21"	"Assault by handgun discharge"	"X93"	14	199989	Unreliable
