"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"California"	"06"	"< 1 year"	"0"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	39	1214022	3.2
	"California"	"06"	"< 1 year"	"0"	"Septicaemia, unspecified"	"A41.9"	18	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Other viral infections of unspecified site"	"B34.8"	16	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Coagulation defect, unspecified"	"D68.9"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Metabolic disorder, unspecified"	"E88.9"	15	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Spinal muscular atrophy, unspecified"	"G12.9"	10	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Encephalopathy, unspecified"	"G93.4"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Other secondary pulmonary hypertension"	"I27.2"	12	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Other specified cerebrovascular diseases"	"I67.8"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Bronchopneumonia, unspecified"	"J18.0"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Pneumonia, unspecified"	"J18.9"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Other disorders of lung"	"J98.4"	23	1214022	1.9
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by maternal hypertensive disorders"	"P00.0"	22	1214022	1.8
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	122	1214022	10.0
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	231	1214022	19.0
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by oligohydramnios"	"P01.2"	24	1214022	2.0
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by multiple pregnancy"	"P01.5"	19	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	112	1214022	9.2
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by other compression of umbilical cord"	"P02.5"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	83	1214022	6.8
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by other specified complications of labour and delivery"	"P03.8"	13	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Newborn affected by maternal use of drugs of addiction"	"P04.4"	10	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Slow fetal growth, unspecified"	"P05.9"	16	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	631	1214022	52.0
	"California"	"06"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	80	1214022	6.6
	"California"	"06"	"< 1 year"	"0"	"Intrauterine hypoxia, unspecified"	"P20.9"	35	1214022	2.9
	"California"	"06"	"< 1 year"	"0"	"Birth asphyxia, unspecified"	"P21.9"	45	1214022	3.7
	"California"	"06"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	90	1214022	7.4
	"California"	"06"	"< 1 year"	"0"	"Respiratory distress of newborn, unspecified"	"P22.9"	14	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Congenital pneumonia, unspecified"	"P23.9"	12	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Pneumothorax originating in the perinatal period"	"P25.1"	17	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	39	1214022	3.2
	"California"	"06"	"< 1 year"	"0"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	26	1214022	2.1
	"California"	"06"	"< 1 year"	"0"	"Unspecified chronic respiratory disease originating in the perinatal period"	"P27.9"	13	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	63	1214022	5.2
	"California"	"06"	"< 1 year"	"0"	"Neonatal cardiac failure"	"P29.0"	113	1214022	9.3
	"California"	"06"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	153	1214022	12.6
	"California"	"06"	"< 1 year"	"0"	"Persistent fetal circulation"	"P29.3"	21	1214022	1.7
	"California"	"06"	"< 1 year"	"0"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	23	1214022	1.9
	"California"	"06"	"< 1 year"	"0"	"Other bacterial sepsis of newborn"	"P36.8"	14	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	88	1214022	7.2
	"California"	"06"	"< 1 year"	"0"	"Intraventricular (nontraumatic) haemorrhage, grade 3, of newborn"	"P52.2"	13	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	72	1214022	5.9
	"California"	"06"	"< 1 year"	"0"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	17	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Disseminated intravascular coagulation of newborn"	"P60"	36	1214022	3.0
	"California"	"06"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	71	1214022	5.8
	"California"	"06"	"< 1 year"	"0"	"Perinatal intestinal perforation"	"P78.0"	27	1214022	2.2
	"California"	"06"	"< 1 year"	"0"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	57	1214022	4.7
	"California"	"06"	"< 1 year"	"0"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	60	1214022	4.9
	"California"	"06"	"< 1 year"	"0"	"Other specified conditions originating in the perinatal period"	"P96.8"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	63	1214022	5.2
	"California"	"06"	"< 1 year"	"0"	"Congenital hydrocephalus, unspecified"	"Q03.9"	13	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Holoprosencephaly"	"Q04.2"	19	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Other reduction deformities of brain"	"Q04.3"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Congenital malformation of brain, unspecified"	"Q04.9"	16	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Ventricular septal defect"	"Q21.0"	13	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Atrioventricular septal defect"	"Q21.2"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Tetralogy of Fallot"	"Q21.3"	17	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Hypoplastic left heart syndrome"	"Q23.4"	50	1214022	4.1
	"California"	"06"	"< 1 year"	"0"	"Other specified congenital malformations of heart"	"Q24.8"	17	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	94	1214022	7.7
	"California"	"06"	"< 1 year"	"0"	"Patent ductus arteriosus"	"Q25.0"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	59	1214022	4.9
	"California"	"06"	"< 1 year"	"0"	"Renal agenesis, bilateral"	"Q60.1"	21	1214022	1.7
	"California"	"06"	"< 1 year"	"0"	"Renal agenesis, unspecified"	"Q60.2"	16	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Potter syndrome"	"Q60.6"	14	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Polycystic kidney, unspecified"	"Q61.3"	25	1214022	2.1
	"California"	"06"	"< 1 year"	"0"	"Renal dysplasia"	"Q61.4"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Thanatophoric short stature"	"Q77.1"	18	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Osteochondrodysplasia, unspecified"	"Q78.9"	18	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Congenital diaphragmatic hernia"	"Q79.0"	46	1214022	3.8
	"California"	"06"	"< 1 year"	"0"	"Gastroschisis"	"Q79.3"	10	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	22	1214022	1.8
	"California"	"06"	"< 1 year"	"0"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	54	1214022	4.4
	"California"	"06"	"< 1 year"	"0"	"Congenital malformation, unspecified"	"Q89.9"	31	1214022	2.6
	"California"	"06"	"< 1 year"	"0"	"Down syndrome, unspecified"	"Q90.9"	16	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	88	1214022	7.2
	"California"	"06"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	67	1214022	5.5
	"California"	"06"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	294	1214022	24.2
	"California"	"06"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	278	1214022	22.9
	"California"	"06"	"< 1 year"	"0"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	92	1214022	7.6
	"California"	"06"	"< 1 year"	"0"	"Unspecified threat to breathing"	"W84"	10	1214022	Unreliable
	"California"	"06"	"< 1 year"	"0"	"By unspecified person"	"Y07.9"	11	1214022	Unreliable
