"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"West Virginia"	"54"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	10	46965	Unreliable
	"West Virginia"	"54"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	37	46965	78.8
	"West Virginia"	"54"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	25	46965	53.2
	"West Virginia"	"54"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	51	46965	108.6
	"West Virginia"	"54"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	14	46965	Unreliable
	"West Virginia"	"54"	"18 years"	"18"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	56124	Unreliable
	"West Virginia"	"54"	"20 years"	"20"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	57967	Unreliable
	"West Virginia"	"54"	"20 years"	"20"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	57967	Unreliable
	"West Virginia"	"54"	"20 years"	"20"	"Assault by other and unspecified firearm discharge"	"X95"	10	57967	Unreliable
	"West Virginia"	"54"	"22 years"	"22"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	14	59942	Unreliable
	"West Virginia"	"54"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	59942	Unreliable
	"West Virginia"	"54"	"22 years"	"22"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	59942	Unreliable
	"West Virginia"	"54"	"22 years"	"22"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	12	59942	Unreliable
	"West Virginia"	"54"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	58414	Unreliable
	"West Virginia"	"54"	"23 years"	"23"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	58414	Unreliable
	"West Virginia"	"54"	"24 years"	"24"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	58136	Unreliable
	"West Virginia"	"54"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	58136	48.2
	"West Virginia"	"54"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	58136	Unreliable
	"West Virginia"	"54"	"25 years"	"25"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	58609	Unreliable
	"West Virginia"	"54"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	58609	46.1
	"West Virginia"	"54"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	58609	Unreliable
	"West Virginia"	"54"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	58383	48.0
	"West Virginia"	"54"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	58383	Unreliable
	"West Virginia"	"54"	"26 years"	"26"	"Assault by other and unspecified firearm discharge"	"X95"	12	58383	Unreliable
	"West Virginia"	"54"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	58794	69.7
	"West Virginia"	"54"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	58794	62.9
	"West Virginia"	"54"	"27 years"	"27"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	16	58794	Unreliable
	"West Virginia"	"54"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	31	57393	54.0
	"West Virginia"	"54"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	57393	47.0
	"West Virginia"	"54"	"29 years"	"29"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	56321	Unreliable
	"West Virginia"	"54"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	56321	60.4
	"West Virginia"	"54"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	56321	47.9
	"West Virginia"	"54"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	38	54317	70.0
	"West Virginia"	"54"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	47	54317	86.5
	"West Virginia"	"54"	"30 years"	"30"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	16	54317	Unreliable
	"West Virginia"	"54"	"30 years"	"30"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	10	54317	Unreliable
	"West Virginia"	"54"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	42	52938	79.3
	"West Virginia"	"54"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	51	52938	96.3
	"West Virginia"	"54"	"31 years"	"31"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	52938	Unreliable
	"West Virginia"	"54"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	52465	78.1
	"West Virginia"	"54"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	51	52465	97.2
	"West Virginia"	"54"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	44	52081	84.5
	"West Virginia"	"54"	"33 years"	"33"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	46	52081	88.3
	"West Virginia"	"54"	"33 years"	"33"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	11	52081	Unreliable
	"West Virginia"	"54"	"33 years"	"33"	"Assault by other and unspecified firearm discharge"	"X95"	10	52081	Unreliable
	"West Virginia"	"54"	"34 years"	"34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	52991	52.8
	"West Virginia"	"54"	"34 years"	"34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	57	52991	107.6
	"West Virginia"	"54"	"34 years"	"34"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	52991	Unreliable
	"West Virginia"	"54"	"34 years"	"34"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	12	52991	Unreliable
	"West Virginia"	"54"	"35 years"	"35"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	52846	Unreliable
	"West Virginia"	"54"	"35 years"	"35"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	35	52846	66.2
	"West Virginia"	"54"	"35 years"	"35"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	64	52846	121.1
	"West Virginia"	"54"	"35 years"	"35"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	18	52846	Unreliable
	"West Virginia"	"54"	"36 years"	"36"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	33	54297	60.8
	"West Virginia"	"54"	"36 years"	"36"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	54297	58.9
	"West Virginia"	"54"	"36 years"	"36"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	54297	Unreliable
	"West Virginia"	"54"	"37 years"	"37"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	54957	Unreliable
	"West Virginia"	"54"	"37 years"	"37"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	26	54957	47.3
	"West Virginia"	"54"	"37 years"	"37"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	60	54957	109.2
	"West Virginia"	"54"	"37 years"	"37"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	11	54957	Unreliable
	"West Virginia"	"54"	"38 years"	"38"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	45	55282	81.4
