"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"New Jersey"	"34"	"< 1 year"	"0"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	10	257746	Unreliable
	"New Jersey"	"34"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	22	257746	8.5
	"New Jersey"	"34"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	22	257746	8.5
	"New Jersey"	"34"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	21	257746	8.1
	"New Jersey"	"34"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	12	257746	Unreliable
	"New Jersey"	"34"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	137	257746	53.2
	"New Jersey"	"34"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	25	257746	9.7
	"New Jersey"	"34"	"< 1 year"	"0"	"Intrauterine hypoxia, unspecified"	"P20.9"	20	257746	7.8
	"New Jersey"	"34"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	34	257746	13.2
	"New Jersey"	"34"	"< 1 year"	"0"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	17	257746	Unreliable
	"New Jersey"	"34"	"< 1 year"	"0"	"Neonatal cardiac failure"	"P29.0"	34	257746	13.2
	"New Jersey"	"34"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	44	257746	17.1
	"New Jersey"	"34"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	31	257746	12.0
	"New Jersey"	"34"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	17	257746	Unreliable
	"New Jersey"	"34"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	29	257746	11.3
	"New Jersey"	"34"	"< 1 year"	"0"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	10	257746	Unreliable
	"New Jersey"	"34"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	11	257746	Unreliable
	"New Jersey"	"34"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	15	257746	Unreliable
	"New Jersey"	"34"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	21	257746	8.1
	"New Jersey"	"34"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	15	257746	Unreliable
	"New Jersey"	"34"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	107	257746	41.5
	"New Jersey"	"34"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	59	257746	22.9
	"New Jersey"	"34"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	30	257746	11.6
	"New Jersey"	"34"	"15 years"	"15"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	290718	Unreliable
	"New Jersey"	"34"	"16 years"	"16"	"Assault by other and unspecified firearm discharge"	"X95"	13	293821	Unreliable
	"New Jersey"	"34"	"17 years"	"17"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	297165	Unreliable
	"New Jersey"	"34"	"17 years"	"17"	"Assault by other and unspecified firearm discharge"	"X95"	23	297165	7.7
	"New Jersey"	"34"	"18 years"	"18"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	286855	Unreliable
	"New Jersey"	"34"	"18 years"	"18"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	14	286855	Unreliable
	"New Jersey"	"34"	"18 years"	"18"	"Assault by other and unspecified firearm discharge"	"X95"	36	286855	12.5
	"New Jersey"	"34"	"19 years"	"19"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	14	266069	Unreliable
	"New Jersey"	"34"	"19 years"	"19"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	266069	Unreliable
	"New Jersey"	"34"	"19 years"	"19"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	266069	Unreliable
	"New Jersey"	"34"	"19 years"	"19"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	15	266069	Unreliable
	"New Jersey"	"34"	"19 years"	"19"	"Assault by other and unspecified firearm discharge"	"X95"	41	266069	15.4
	"New Jersey"	"34"	"20 years"	"20"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	17	271320	Unreliable
	"New Jersey"	"34"	"20 years"	"20"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	59	271320	21.7
	"New Jersey"	"34"	"20 years"	"20"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	271320	9.6
	"New Jersey"	"34"	"20 years"	"20"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	28	271320	10.3
	"New Jersey"	"34"	"20 years"	"20"	"Assault by other and unspecified firearm discharge"	"X95"	47	271320	17.3
	"New Jersey"	"34"	"21 years"	"21"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	277698	Unreliable
	"New Jersey"	"34"	"21 years"	"21"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	53	277698	19.1
	"New Jersey"	"34"	"21 years"	"21"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	45	277698	16.2
	"New Jersey"	"34"	"21 years"	"21"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	21	277698	7.6
	"New Jersey"	"34"	"21 years"	"21"	"Assault by other and unspecified firearm discharge"	"X95"	41	277698	14.8
	"New Jersey"	"34"	"22 years"	"22"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	12	281581	Unreliable
	"New Jersey"	"34"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	79	281581	28.1
	"New Jersey"	"34"	"22 years"	"22"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	40	281581	14.2
	"New Jersey"	"34"	"22 years"	"22"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	19	281581	Unreliable
	"New Jersey"	"34"	"22 years"	"22"	"Assault by other and unspecified firearm discharge"	"X95"	38	281581	13.5
	"New Jersey"	"34"	"23 years"	"23"	"Other ill-defined and unspecified causes of mortality"	"R99"	15	286125	Unreliable
	"New Jersey"	"34"	"23 years"	"23"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	286125	Unreliable
	"New Jersey"	"34"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	94	286125	32.9
	"New Jersey"	"34"	"23 years"	"23"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	48	286125	16.8
	"New Jersey"	"34"	"23 years"	"23"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	18	286125	Unreliable
	"New Jersey"	"34"	"23 years"	"23"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	11	286125	Unreliable
	"New Jersey"	"34"	"23 years"	"23"	"Assault by other and unspecified firearm discharge"	"X95"	45	286125	15.7
	"New Jersey"	"34"	"24 years"	"24"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	17	293069	Unreliable
	"New Jersey"	"34"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	110	293069	37.5
	"New Jersey"	"34"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	56	293069	19.1
	"New Jersey"	"34"	"24 years"	"24"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	25	293069	8.5
	"New Jersey"	"34"	"24 years"	"24"	"Assault by other and unspecified firearm discharge"	"X95"	44	293069	15.0
	"New Jersey"	"34"	"25 years"	"25"	"Other ill-defined and unspecified causes of mortality"	"R99"	10	296223	Unreliable
	"New Jersey"	"34"	"25 years"	"25"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	23	296223	7.8
	"New Jersey"	"34"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	148	296223	50.0
	"New Jersey"	"34"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	73	296223	24.6
	"New Jersey"	"34"	"25 years"	"25"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	18	296223	Unreliable
	"New Jersey"	"34"	"25 years"	"25"	"Assault by other and unspecified firearm discharge"	"X95"	48	296223	16.2
	"New Jersey"	"34"	"26 years"	"26"	"Other ill-defined and unspecified causes of mortality"	"R99"	11	297406	Unreliable
	"New Jersey"	"34"	"26 years"	"26"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	13	297406	Unreliable
	"New Jersey"	"34"	"26 years"	"26"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	21	297406	7.1
	"New Jersey"	"34"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	157	297406	52.8
	"New Jersey"	"34"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	76	297406	25.6
	"New Jersey"	"34"	"26 years"	"26"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	20	297406	6.7
	"New Jersey"	"34"	"26 years"	"26"	"Assault by other and unspecified firearm discharge"	"X95"	49	297406	16.5
	"New Jersey"	"34"	"27 years"	"27"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	12	298064	Unreliable
	"New Jersey"	"34"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	188	298064	63.1
	"New Jersey"	"34"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	82	298064	27.5
	"New Jersey"	"34"	"27 years"	"27"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	25	298064	8.4
	"New Jersey"	"34"	"27 years"	"27"	"Assault by other and unspecified firearm discharge"	"X95"	57	298064	19.1
	"New Jersey"	"34"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	181	295528	61.2
	"New Jersey"	"34"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	100	295528	33.8
	"New Jersey"	"34"	"28 years"	"28"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	16	295528	Unreliable
	"New Jersey"	"34"	"28 years"	"28"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	10	295528	Unreliable
	"New Jersey"	"34"	"28 years"	"28"	"Assault by other and unspecified firearm discharge"	"X95"	50	295528	16.9
	"New Jersey"	"34"	"29 years"	"29"	"Other ill-defined and unspecified causes of mortality"	"R99"	13	295683	Unreliable
	"New Jersey"	"34"	"29 years"	"29"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	14	295683	Unreliable
	"New Jersey"	"34"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	186	295683	62.9
	"New Jersey"	"34"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	97	295683	32.8
	"New Jersey"	"34"	"29 years"	"29"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	21	295683	7.1
