"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"New Mexico"	"35"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	12	61043	Unreliable
	"New Mexico"	"35"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	41	61043	67.2
	"New Mexico"	"35"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	30	61043	49.1
	"New Mexico"	"35"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	10	61043	Unreliable
	"New Mexico"	"35"	"< 1 year"	"0"	"Congenital malformation, unspecified"	"Q89.9"	12	61043	Unreliable
	"New Mexico"	"35"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	47	61043	77.0
	"New Mexico"	"35"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	15	61043	Unreliable
	"New Mexico"	"35"	"15 years"	"15"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	69954	Unreliable
	"New Mexico"	"35"	"16 years"	"16"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	13	70701	Unreliable
	"New Mexico"	"35"	"17 years"	"17"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	15	71284	Unreliable
	"New Mexico"	"35"	"17 years"	"17"	"Assault by other and unspecified firearm discharge"	"X95"	16	71284	Unreliable
	"New Mexico"	"35"	"18 years"	"18"	"Assault by other and unspecified firearm discharge"	"X95"	13	70993	Unreliable
	"New Mexico"	"35"	"19 years"	"19"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	71852	Unreliable
	"New Mexico"	"35"	"19 years"	"19"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	12	71852	Unreliable
	"New Mexico"	"35"	"20 years"	"20"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	73196	Unreliable
	"New Mexico"	"35"	"20 years"	"20"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	12	73196	Unreliable
	"New Mexico"	"35"	"20 years"	"20"	"Assault by other and unspecified firearm discharge"	"X95"	19	73196	Unreliable
	"New Mexico"	"35"	"21 years"	"21"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	73978	Unreliable
	"New Mexico"	"35"	"21 years"	"21"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	23	73978	31.1
	"New Mexico"	"35"	"21 years"	"21"	"Assault by other and unspecified firearm discharge"	"X95"	22	73978	29.7
	"New Mexico"	"35"	"22 years"	"22"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	73009	Unreliable
	"New Mexico"	"35"	"22 years"	"22"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	11	73009	Unreliable
	"New Mexico"	"35"	"22 years"	"22"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	20	73009	27.4
	"New Mexico"	"35"	"22 years"	"22"	"Assault by other and unspecified firearm discharge"	"X95"	15	73009	Unreliable
	"New Mexico"	"35"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	74921	Unreliable
	"New Mexico"	"35"	"23 years"	"23"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	15	74921	Unreliable
	"New Mexico"	"35"	"23 years"	"23"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	19	74921	Unreliable
