"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	11	109323	Unreliable
	"Oregon"	"41"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	18	109323	Unreliable
	"Oregon"	"41"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	43	109323	39.3
	"Oregon"	"41"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	12	109323	Unreliable
	"Oregon"	"41"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	10	109323	Unreliable
	"Oregon"	"41"	"< 1 year"	"0"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	11	109323	Unreliable
	"Oregon"	"41"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	11	109323	Unreliable
	"Oregon"	"41"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	13	109323	Unreliable
	"Oregon"	"41"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	42	109323	38.4
	"Oregon"	"41"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	22	109323	20.1
	"Oregon"	"41"	"35 years"	"35"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	146650	Unreliable
	"Oregon"	"41"	"36 years"	"36"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	146675	Unreliable
	"Oregon"	"41"	"37 years"	"37"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	12	145563	Unreliable
	"Oregon"	"41"	"39 years"	"39"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	13	140695	Unreliable
	"Oregon"	"41"	"40 years"	"40"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	137369	Unreliable
	"Oregon"	"41"	"40 years"	"40"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	137369	Unreliable
	"Oregon"	"41"	"41 years"	"41"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	133497	Unreliable
	"Oregon"	"41"	"42 years"	"42"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	15	130456	Unreliable
	"Oregon"	"41"	"43 years"	"43"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	128261	Unreliable
	"Oregon"	"41"	"44 years"	"44"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	23	126871	18.1
	"Oregon"	"41"	"44 years"	"44"	"Alcoholic cirrhosis of liver"	"K70.3"	10	126871	Unreliable
	"Oregon"	"41"	"45 years"	"45"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	20	127713	15.7
	"Oregon"	"41"	"45 years"	"45"	"Alcoholic cirrhosis of liver"	"K70.3"	11	127713	Unreliable
	"Oregon"	"41"	"46 years"	"46"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	15	129412	Unreliable
	"Oregon"	"41"	"46 years"	"46"	"Alcoholic cirrhosis of liver"	"K70.3"	10	129412	Unreliable
	"Oregon"	"41"	"47 years"	"47"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	130811	Unreliable
	"Oregon"	"41"	"47 years"	"47"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	130811	Unreliable
	"Oregon"	"41"	"47 years"	"47"	"Alcoholic cirrhosis of liver"	"K70.3"	14	130811	Unreliable
	"Oregon"	"41"	"47 years"	"47"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	130811	Unreliable
	"Oregon"	"41"	"48 years"	"48"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	29	130261	22.3
	"Oregon"	"41"	"48 years"	"48"	"Malignant neoplasm of ovary"	"C56"	11	130261	Unreliable
	"Oregon"	"41"	"48 years"	"48"	"Alcoholic cirrhosis of liver"	"K70.3"	13	130261	Unreliable
	"Oregon"	"41"	"48 years"	"48"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	130261	Unreliable
	"Oregon"	"41"	"49 years"	"49"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	29	128708	22.5
	"Oregon"	"41"	"49 years"	"49"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	128708	Unreliable
	"Oregon"	"41"	"50 years"	"50"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	126221	15.8
	"Oregon"	"41"	"50 years"	"50"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	30	126221	23.8
	"Oregon"	"41"	"50 years"	"50"	"Alcoholic cirrhosis of liver"	"K70.3"	21	126221	16.6
	"Oregon"	"41"	"51 years"	"51"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	24	124001	19.4
	"Oregon"	"41"	"51 years"	"51"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	28	124001	22.6
	"Oregon"	"41"	"51 years"	"51"	"Alcoholic cirrhosis of liver"	"K70.3"	12	124001	Unreliable
	"Oregon"	"41"	"52 years"	"52"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	17	124271	Unreliable
	"Oregon"	"41"	"52 years"	"52"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	29	124271	23.3
	"Oregon"	"41"	"52 years"	"52"	"Acute myocardial infarction, unspecified"	"I21.9"	10	124271	Unreliable
	"Oregon"	"41"	"52 years"	"52"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	16	124271	Unreliable
	"Oregon"	"41"	"52 years"	"52"	"Alcoholic cirrhosis of liver"	"K70.3"	15	124271	Unreliable
	"Oregon"	"41"	"53 years"	"53"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	12	126846	Unreliable
	"Oregon"	"41"	"53 years"	"53"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	31	126846	24.4
	"Oregon"	"41"	"53 years"	"53"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	31	126846	24.4
	"Oregon"	"41"	"53 years"	"53"	"Malignant neoplasm of ovary"	"C56"	12	126846	Unreliable
	"Oregon"	"41"	"53 years"	"53"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	126846	Unreliable
	"Oregon"	"41"	"53 years"	"53"	"Alcoholic cirrhosis of liver"	"K70.3"	27	126846	21.3
	"Oregon"	"41"	"53 years"	"53"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	126846	Unreliable
	"Oregon"	"41"	"54 years"	"54"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	11	129584	Unreliable
	"Oregon"	"41"	"54 years"	"54"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	28	129584	21.6
