"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	31	173761	17.8
	"Maryland"	"24"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	56	173761	32.2
	"Maryland"	"24"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	17	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	19	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	158	173761	90.9
	"Maryland"	"24"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	37	173761	21.3
	"Maryland"	"24"	"< 1 year"	"0"	"Intrauterine hypoxia, unspecified"	"P20.9"	11	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	18	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	13	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	28	173761	16.1
	"Maryland"	"24"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	13	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	13	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	10	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	13	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Congenital malformation, unspecified"	"Q89.9"	10	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	26	173761	15.0
	"Maryland"	"24"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	16	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	109	173761	62.7
	"Maryland"	"24"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	16	173761	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	10	173761	Unreliable
	"Maryland"	"24"	"18 years"	"18"	"Assault by other and unspecified firearm discharge"	"X95"	11	193519	Unreliable
	"Maryland"	"24"	"19 years"	"19"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	183860	Unreliable
	"Maryland"	"24"	"21 years"	"21"	"Assault by other and unspecified firearm discharge"	"X95"	14	182622	Unreliable
	"Maryland"	"24"	"21 years"	"21"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	15	182622	Unreliable
	"Maryland"	"24"	"22 years"	"22"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	182761	Unreliable
	"Maryland"	"24"	"23 years"	"23"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	24	189508	12.7
	"Maryland"	"24"	"24 years"	"24"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	27	194751	13.9
	"Maryland"	"24"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	199761	Unreliable
	"Maryland"	"24"	"25 years"	"25"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	35	199761	17.5
	"Maryland"	"24"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	205044	Unreliable
	"Maryland"	"24"	"26 years"	"26"	"Assault by other and unspecified firearm discharge"	"X95"	11	205044	Unreliable
	"Maryland"	"24"	"26 years"	"26"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	37	205044	18.0
	"Maryland"	"24"	"26 years"	"26"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	15	205044	Unreliable
	"Maryland"	"24"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	207571	Unreliable
	"Maryland"	"24"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	207571	Unreliable
	"Maryland"	"24"	"27 years"	"27"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	43	207571	20.7
	"Maryland"	"24"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	210078	Unreliable
	"Maryland"	"24"	"28 years"	"28"	"Assault by other and unspecified firearm discharge"	"X95"	10	210078	Unreliable
	"Maryland"	"24"	"28 years"	"28"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	32	210078	15.2
	"Maryland"	"24"	"28 years"	"28"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	14	210078	Unreliable
	"Maryland"	"24"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	211344	Unreliable
	"Maryland"	"24"	"29 years"	"29"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	37	211344	17.5
	"Maryland"	"24"	"29 years"	"29"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	17	211344	Unreliable
	"Maryland"	"24"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	211800	Unreliable
	"Maryland"	"24"	"30 years"	"30"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	40	211800	18.9
	"Maryland"	"24"	"30 years"	"30"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	18	211800	Unreliable
	"Maryland"	"24"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	211270	Unreliable
	"Maryland"	"24"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	211270	Unreliable
	"Maryland"	"24"	"31 years"	"31"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	31	211270	14.7
	"Maryland"	"24"	"31 years"	"31"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	10	211270	Unreliable
	"Maryland"	"24"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	211078	Unreliable
	"Maryland"	"24"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	211078	Unreliable
	"Maryland"	"24"	"32 years"	"32"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	35	211078	16.6
	"Maryland"	"24"	"32 years"	"32"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	21	211078	9.9
	"Maryland"	"24"	"33 years"	"33"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	11	211079	Unreliable
	"Maryland"	"24"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	211079	Unreliable
	"Maryland"	"24"	"33 years"	"33"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	44	211079	20.8
	"Maryland"	"24"	"33 years"	"33"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	11	211079	Unreliable
	"Maryland"	"24"	"34 years"	"34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	211353	Unreliable
	"Maryland"	"24"	"34 years"	"34"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	211353	Unreliable
	"Maryland"	"24"	"34 years"	"34"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	42	211353	19.9
