"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"< 1 year"	"0"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	12	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Other disorders of lung"	"J98.4"	13	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	12	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	34	185529	18.3
	"Missouri"	"29"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	19	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	18	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	171	185529	92.2
	"Missouri"	"29"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	43	185529	23.2
	"Missouri"	"29"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	20	185529	10.8
	"Missouri"	"29"	"< 1 year"	"0"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	16	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	13	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	18	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Neonatal cardiac failure"	"P29.0"	16	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	17	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	12	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	17	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Hypoplastic left heart syndrome"	"Q23.4"	13	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	25	185529	13.5
	"Missouri"	"29"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	19	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Congenital diaphragmatic hernia"	"Q79.0"	19	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	11	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	20	185529	10.8
	"Missouri"	"29"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	13	185529	Unreliable
	"Missouri"	"29"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	54	185529	29.1
	"Missouri"	"29"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	41	185529	22.1
	"Missouri"	"29"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	121	185529	65.2
	"Missouri"	"29"	"< 1 year"	"0"	"Unspecified threat to breathing"	"W84"	34	185529	18.3
	"Missouri"	"29"	"< 1 year"	"0"	"Assault by unspecified means"	"Y09"	10	185529	Unreliable
	"Missouri"	"29"	"14 years"	"14"	"Assault by other and unspecified firearm discharge"	"X95"	10	199356	Unreliable
	"Missouri"	"29"	"15 years"	"15"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	199413	Unreliable
	"Missouri"	"29"	"15 years"	"15"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	14	199413	Unreliable
	"Missouri"	"29"	"15 years"	"15"	"Assault by other and unspecified firearm discharge"	"X95"	21	199413	10.5
	"Missouri"	"29"	"16 years"	"16"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	18	201303	Unreliable
	"Missouri"	"29"	"16 years"	"16"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	11	201303	Unreliable
	"Missouri"	"29"	"16 years"	"16"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	16	201303	Unreliable
	"Missouri"	"29"	"16 years"	"16"	"Assault by other and unspecified firearm discharge"	"X95"	25	201303	12.4
	"Missouri"	"29"	"17 years"	"17"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	10	202096	Unreliable
	"Missouri"	"29"	"17 years"	"17"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	30	202096	14.8
	"Missouri"	"29"	"17 years"	"17"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	10	202096	Unreliable
	"Missouri"	"29"	"17 years"	"17"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	15	202096	Unreliable
	"Missouri"	"29"	"17 years"	"17"	"Assault by other and unspecified firearm discharge"	"X95"	56	202096	27.7
	"Missouri"	"29"	"18 years"	"18"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	13	197678	Unreliable
	"Missouri"	"29"	"18 years"	"18"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	34	197678	17.2
	"Missouri"	"29"	"18 years"	"18"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	197678	Unreliable
	"Missouri"	"29"	"18 years"	"18"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	17	197678	Unreliable
	"Missouri"	"29"	"18 years"	"18"	"Intentional self-harm by handgun discharge"	"X72"	12	197678	Unreliable
	"Missouri"	"29"	"18 years"	"18"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	20	197678	10.1
	"Missouri"	"29"	"18 years"	"18"	"Assault by other and unspecified firearm discharge"	"X95"	68	197678	34.4
	"Missouri"	"29"	"19 years"	"19"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	13	204309	Unreliable
	"Missouri"	"29"	"19 years"	"19"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	28	204309	13.7
	"Missouri"	"29"	"19 years"	"19"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	204309	10.3
	"Missouri"	"29"	"19 years"	"19"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	204309	Unreliable
	"Missouri"	"29"	"19 years"	"19"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	204309	Unreliable
	"Missouri"	"29"	"19 years"	"19"	"Intentional self-harm by handgun discharge"	"X72"	12	204309	Unreliable
	"Missouri"	"29"	"19 years"	"19"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	19	204309	Unreliable
	"Missouri"	"29"	"19 years"	"19"	"Assault by other and unspecified firearm discharge"	"X95"	73	204309	35.7
	"Missouri"	"29"	"20 years"	"20"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	21	206427	10.2
	"Missouri"	"29"	"20 years"	"20"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	23	206427	11.1
	"Missouri"	"29"	"20 years"	"20"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	33	206427	16.0
	"Missouri"	"29"	"20 years"	"20"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	206427	Unreliable
	"Missouri"	"29"	"20 years"	"20"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	21	206427	10.2
	"Missouri"	"29"	"20 years"	"20"	"Intentional self-harm by handgun discharge"	"X72"	16	206427	Unreliable
	"Missouri"	"29"	"20 years"	"20"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	17	206427	Unreliable
	"Missouri"	"29"	"20 years"	"20"	"Assault by other and unspecified firearm discharge"	"X95"	70	206427	33.9
	"Missouri"	"29"	"21 years"	"21"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	16	209394	Unreliable
	"Missouri"	"29"	"21 years"	"21"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	37	209394	17.7
	"Missouri"	"29"	"21 years"	"21"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	38	209394	18.1
	"Missouri"	"29"	"21 years"	"21"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	209394	Unreliable
	"Missouri"	"29"	"21 years"	"21"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	22	209394	10.5
	"Missouri"	"29"	"21 years"	"21"	"Intentional self-harm by handgun discharge"	"X72"	26	209394	12.4
	"Missouri"	"29"	"21 years"	"21"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	33	209394	15.8
	"Missouri"	"29"	"21 years"	"21"	"Assault by other and unspecified firearm discharge"	"X95"	74	209394	35.3
	"Missouri"	"29"	"22 years"	"22"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	12	209899	Unreliable
	"Missouri"	"29"	"22 years"	"22"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	36	209899	17.2
	"Missouri"	"29"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	61	209899	29.1
	"Missouri"	"29"	"22 years"	"22"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	209899	9.5
	"Missouri"	"29"	"22 years"	"22"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	21	209899	10.0
	"Missouri"	"29"	"22 years"	"22"	"Intentional self-harm by handgun discharge"	"X72"	13	209899	Unreliable
	"Missouri"	"29"	"22 years"	"22"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	49	209899	23.3
	"Missouri"	"29"	"22 years"	"22"	"Assault by other and unspecified firearm discharge"	"X95"	76	209899	36.2
	"Missouri"	"29"	"23 years"	"23"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	13	211136	Unreliable
	"Missouri"	"29"	"23 years"	"23"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	33	211136	15.6
	"Missouri"	"29"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	52	211136	24.6
	"Missouri"	"29"	"23 years"	"23"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	211136	12.3
	"Missouri"	"29"	"23 years"	"23"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	18	211136	Unreliable
	"Missouri"	"29"	"23 years"	"23"	"Intentional self-harm by handgun discharge"	"X72"	19	211136	Unreliable
	"Missouri"	"29"	"23 years"	"23"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	29	211136	13.7
	"Missouri"	"29"	"23 years"	"23"	"Assault by other and unspecified firearm discharge"	"X95"	98	211136	46.4
	"Missouri"	"29"	"24 years"	"24"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	10	212717	Unreliable
	"Missouri"	"29"	"24 years"	"24"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	14	212717	Unreliable
	"Missouri"	"29"	"24 years"	"24"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	26	212717	12.2
	"Missouri"	"29"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	73	212717	34.3
	"Missouri"	"29"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	212717	13.6
	"Missouri"	"29"	"24 years"	"24"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	26	212717	12.2
	"Missouri"	"29"	"24 years"	"24"	"Intentional self-harm by handgun discharge"	"X72"	19	212717	Unreliable
	"Missouri"	"29"	"24 years"	"24"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	27	212717	12.7
	"Missouri"	"29"	"24 years"	"24"	"Assault by other and unspecified firearm discharge"	"X95"	75	212717	35.3
	"Missouri"	"29"	"25 years"	"25"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	17	215830	Unreliable
	"Missouri"	"29"	"25 years"	"25"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	28	215830	13.0
	"Missouri"	"29"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	81	215830	37.5
	"Missouri"	"29"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	215830	17.1
	"Missouri"	"29"	"25 years"	"25"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	18	215830	Unreliable
	"Missouri"	"29"	"25 years"	"25"	"Intentional self-harm by handgun discharge"	"X72"	19	215830	Unreliable
	"Missouri"	"29"	"25 years"	"25"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	31	215830	14.4
	"Missouri"	"29"	"25 years"	"25"	"Assault by other and unspecified firearm discharge"	"X95"	90	215830	41.7
	"Missouri"	"29"	"26 years"	"26"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	22	216465	10.2
	"Missouri"	"29"	"26 years"	"26"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	18	216465	Unreliable
	"Missouri"	"29"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	75	216465	34.6
	"Missouri"	"29"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	216465	16.2
	"Missouri"	"29"	"26 years"	"26"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	23	216465	10.6
	"Missouri"	"29"	"26 years"	"26"	"Intentional self-harm by handgun discharge"	"X72"	14	216465	Unreliable
	"Missouri"	"29"	"26 years"	"26"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	27	216465	12.5
	"Missouri"	"29"	"26 years"	"26"	"Assault by other and unspecified firearm discharge"	"X95"	82	216465	37.9
	"Missouri"	"29"	"27 years"	"27"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	19	214746	Unreliable
	"Missouri"	"29"	"27 years"	"27"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	22	214746	10.2
	"Missouri"	"29"	"27 years"	"27"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	12	214746	Unreliable
	"Missouri"	"29"	"27 years"	"27"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	89	214746	41.4
	"Missouri"	"29"	"27 years"	"27"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	214746	15.8
	"Missouri"	"29"	"27 years"	"27"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	28	214746	13.0
	"Missouri"	"29"	"27 years"	"27"	"Intentional self-harm by handgun discharge"	"X72"	19	214746	Unreliable
	"Missouri"	"29"	"27 years"	"27"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	31	214746	14.4
	"Missouri"	"29"	"27 years"	"27"	"Assault by other and unspecified firearm discharge"	"X95"	98	214746	45.6
	"Missouri"	"29"	"28 years"	"28"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	24	211000	11.4
	"Missouri"	"29"	"28 years"	"28"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	85	211000	40.3
	"Missouri"	"29"	"28 years"	"28"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	50	211000	23.7
	"Missouri"	"29"	"28 years"	"28"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	30	211000	14.2
	"Missouri"	"29"	"28 years"	"28"	"Intentional self-harm by handgun discharge"	"X72"	16	211000	Unreliable
	"Missouri"	"29"	"28 years"	"28"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	26	211000	12.3
	"Missouri"	"29"	"28 years"	"28"	"Assault by other and unspecified firearm discharge"	"X95"	97	211000	46.0
	"Missouri"	"29"	"29 years"	"29"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	11	205444	Unreliable
	"Missouri"	"29"	"29 years"	"29"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	23	205444	11.2
	"Missouri"	"29"	"29 years"	"29"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	79	205444	38.5
	"Missouri"	"29"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	47	205444	22.9
	"Missouri"	"29"	"29 years"	"29"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	28	205444	13.6
	"Missouri"	"29"	"29 years"	"29"	"Intentional self-harm by handgun discharge"	"X72"	15	205444	Unreliable
	"Missouri"	"29"	"29 years"	"29"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	24	205444	11.7
	"Missouri"	"29"	"29 years"	"29"	"Assault by other and unspecified firearm discharge"	"X95"	78	205444	38.0
	"Missouri"	"29"	"30 years"	"30"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	13	202551	Unreliable
	"Missouri"	"29"	"30 years"	"30"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	31	202551	15.3
	"Missouri"	"29"	"30 years"	"30"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	13	202551	Unreliable
	"Missouri"	"29"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	91	202551	44.9
	"Missouri"	"29"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	38	202551	18.8
	"Missouri"	"29"	"30 years"	"30"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	28	202551	13.8
	"Missouri"	"29"	"30 years"	"30"	"Intentional self-harm by handgun discharge"	"X72"	17	202551	Unreliable
	"Missouri"	"29"	"30 years"	"30"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	21	202551	10.4
	"Missouri"	"29"	"30 years"	"30"	"Assault by other and unspecified firearm discharge"	"X95"	85	202551	42.0
	"Missouri"	"29"	"31 years"	"31"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	22	200291	11.0
	"Missouri"	"29"	"31 years"	"31"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	200291	Unreliable
	"Missouri"	"29"	"31 years"	"31"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	70	200291	34.9
	"Missouri"	"29"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	200291	13.5
	"Missouri"	"29"	"31 years"	"31"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	31	200291	15.5
	"Missouri"	"29"	"31 years"	"31"	"Intentional self-harm by handgun discharge"	"X72"	15	200291	Unreliable
	"Missouri"	"29"	"31 years"	"31"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	21	200291	10.5
	"Missouri"	"29"	"31 years"	"31"	"Assault by other and unspecified firearm discharge"	"X95"	69	200291	34.4
	"Missouri"	"29"	"32 years"	"32"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	14	198121	Unreliable
	"Missouri"	"29"	"32 years"	"32"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	198121	Unreliable
	"Missouri"	"29"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	85	198121	42.9
	"Missouri"	"29"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	38	198121	19.2
	"Missouri"	"29"	"32 years"	"32"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	27	198121	13.6
	"Missouri"	"29"	"32 years"	"32"	"Intentional self-harm by handgun discharge"	"X72"	14	198121	Unreliable
	"Missouri"	"29"	"32 years"	"32"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	21	198121	10.6
	"Missouri"	"29"	"32 years"	"32"	"Assault by other and unspecified firearm discharge"	"X95"	55	198121	27.8
	"Missouri"	"29"	"33 years"	"33"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	199833	Unreliable
	"Missouri"	"29"	"33 years"	"33"	"Acute myocardial infarction, unspecified"	"I21.9"	13	199833	Unreliable
	"Missouri"	"29"	"33 years"	"33"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	25	199833	12.5
	"Missouri"	"29"	"33 years"	"33"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	15	199833	Unreliable
	"Missouri"	"29"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	87	199833	43.5
	"Missouri"	"29"	"33 years"	"33"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	47	199833	23.5
	"Missouri"	"29"	"33 years"	"33"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	33	199833	16.5
	"Missouri"	"29"	"33 years"	"33"	"Intentional self-harm by handgun discharge"	"X72"	14	199833	Unreliable
	"Missouri"	"29"	"33 years"	"33"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	30	199833	15.0
	"Missouri"	"29"	"33 years"	"33"	"Assault by other and unspecified firearm discharge"	"X95"	48	199833	24.0
	"Missouri"	"29"	"34 years"	"34"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	19	199735	Unreliable
