"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"New Mexico"	"35"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	12	58350	Unreliable
	"New Mexico"	"35"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	31	58350	53.1
	"New Mexico"	"35"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	26	58350	44.6
	"New Mexico"	"35"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	10	58350	Unreliable
	"New Mexico"	"35"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	26	58350	44.6
	"New Mexico"	"35"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	11	58350	Unreliable
	"New Mexico"	"35"	"29 years"	"29"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	68118	Unreliable
	"New Mexico"	"35"	"30 years"	"30"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	67520	Unreliable
	"New Mexico"	"35"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	67416	Unreliable
	"New Mexico"	"35"	"32 years"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	67017	Unreliable
	"New Mexico"	"35"	"33 years"	"33"	"Alcoholic cirrhosis of liver"	"K70.3"	13	67229	Unreliable
	"New Mexico"	"35"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	67229	Unreliable
	"New Mexico"	"35"	"33 years"	"33"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	67229	Unreliable
	"New Mexico"	"35"	"34 years"	"34"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	67218	Unreliable
	"New Mexico"	"35"	"35 years"	"35"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	67279	Unreliable
	"New Mexico"	"35"	"36 years"	"36"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	67068	Unreliable
	"New Mexico"	"35"	"37 years"	"37"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	65783	Unreliable
	"New Mexico"	"35"	"39 years"	"39"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	62672	Unreliable
	"New Mexico"	"35"	"40 years"	"40"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	60944	Unreliable
	"New Mexico"	"35"	"41 years"	"41"	"Alcoholic cirrhosis of liver"	"K70.3"	15	59873	Unreliable
	"New Mexico"	"35"	"41 years"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	59873	Unreliable
	"New Mexico"	"35"	"43 years"	"43"	"Alcoholic cirrhosis of liver"	"K70.3"	12	58244	Unreliable
	"New Mexico"	"35"	"43 years"	"43"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	58244	Unreliable
	"New Mexico"	"35"	"45 years"	"45"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	58924	Unreliable
	"New Mexico"	"35"	"45 years"	"45"	"Alcoholic cirrhosis of liver"	"K70.3"	13	58924	Unreliable
	"New Mexico"	"35"	"46 years"	"46"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	17	59705	Unreliable
	"New Mexico"	"35"	"46 years"	"46"	"Alcoholic cirrhosis of liver"	"K70.3"	10	59705	Unreliable
	"New Mexico"	"35"	"47 years"	"47"	"Alcoholic cirrhosis of liver"	"K70.3"	15	60366	Unreliable
	"New Mexico"	"35"	"47 years"	"47"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	60366	Unreliable
	"New Mexico"	"35"	"48 years"	"48"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	60659	Unreliable
	"New Mexico"	"35"	"48 years"	"48"	"Alcoholic cirrhosis of liver"	"K70.3"	12	60659	Unreliable
	"New Mexico"	"35"	"48 years"	"48"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	60659	Unreliable
	"New Mexico"	"35"	"49 years"	"49"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	24	60252	39.8
	"New Mexico"	"35"	"49 years"	"49"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	60252	Unreliable
	"New Mexico"	"35"	"49 years"	"49"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	60252	Unreliable
	"New Mexico"	"35"	"50 years"	"50"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	60143	Unreliable
	"New Mexico"	"35"	"50 years"	"50"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	60143	Unreliable
	"New Mexico"	"35"	"50 years"	"50"	"Alcoholic cirrhosis of liver"	"K70.3"	11	60143	Unreliable
	"New Mexico"	"35"	"50 years"	"50"	"Other and unspecified cirrhosis of liver"	"K74.6"	11	60143	Unreliable
	"New Mexico"	"35"	"51 years"	"51"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	60868	Unreliable
	"New Mexico"	"35"	"51 years"	"51"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	60868	Unreliable
	"New Mexico"	"35"	"51 years"	"51"	"Alcoholic cirrhosis of liver"	"K70.3"	21	60868	34.5
	"New Mexico"	"35"	"52 years"	"52"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	13	62137	Unreliable
	"New Mexico"	"35"	"52 years"	"52"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	62137	Unreliable
	"New Mexico"	"35"	"52 years"	"52"	"Alcoholic cirrhosis of liver"	"K70.3"	15	62137	Unreliable
	"New Mexico"	"35"	"52 years"	"52"	"Other and unspecified cirrhosis of liver"	"K74.6"	10	62137	Unreliable
	"New Mexico"	"35"	"52 years"	"52"	"COVID-19"	"U07.1"	15	62137	Unreliable
	"New Mexico"	"35"	"53 years"	"53"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	12	64604	Unreliable
	"New Mexico"	"35"	"53 years"	"53"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	64604	Unreliable
	"New Mexico"	"35"	"53 years"	"53"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	12	64604	Unreliable
	"New Mexico"	"35"	"53 years"	"53"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13	64604	Unreliable
	"New Mexico"	"35"	"53 years"	"53"	"Alcoholic cirrhosis of liver"	"K70.3"	23	64604	35.6
	"New Mexico"	"35"	"53 years"	"53"	"Other and unspecified cirrhosis of liver"	"K74.6"	12	64604	Unreliable
	"New Mexico"	"35"	"53 years"	"53"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	64604	Unreliable
	"New Mexico"	"35"	"54 years"	"54"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	66913	Unreliable
	"New Mexico"	"35"	"54 years"	"54"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	22	66913	32.9
	"New Mexico"	"35"	"54 years"	"54"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	66913	Unreliable
	"New Mexico"	"35"	"54 years"	"54"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	66913	Unreliable
