"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"< 1 year"	"0"	"Other disorders of lung"	"J98.4"	10	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	12	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	11	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	178	146725	121.3
	"Louisiana"	"22"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	31	146725	21.1
	"Louisiana"	"22"	"< 1 year"	"0"	"Birth asphyxia, unspecified"	"P21.9"	10	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	25	146725	17.0
	"Louisiana"	"22"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	10	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	11	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	16	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	15	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	11	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	17	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	19	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	12	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	15	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	22	146725	15.0
	"Louisiana"	"22"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	11	146725	Unreliable
	"Louisiana"	"22"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	70	146725	47.7
	"Louisiana"	"22"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	103	146725	70.2
	"Louisiana"	"22"	"< 1 year"	"0"	"Unspecified threat to breathing"	"W84"	12	146725	Unreliable
	"Louisiana"	"22"	"17 years"	"17"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	12	149353	Unreliable
	"Louisiana"	"22"	"18 years"	"18"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	142513	Unreliable
	"Louisiana"	"22"	"18 years"	"18"	"Assault by other and unspecified firearm discharge"	"X95"	12	142513	Unreliable
	"Louisiana"	"22"	"19 years"	"19"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	18	139358	Unreliable
	"Louisiana"	"22"	"19 years"	"19"	"Assault by other and unspecified firearm discharge"	"X95"	15	139358	Unreliable
	"Louisiana"	"22"	"20 years"	"20"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	145247	Unreliable
	"Louisiana"	"22"	"20 years"	"20"	"Assault by other and unspecified firearm discharge"	"X95"	15	145247	Unreliable
	"Louisiana"	"22"	"21 years"	"21"	"Assault by other and unspecified firearm discharge"	"X95"	16	149422	Unreliable
	"Louisiana"	"22"	"22 years"	"22"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	14	155672	Unreliable
	"Louisiana"	"22"	"22 years"	"22"	"Assault by other and unspecified firearm discharge"	"X95"	17	155672	Unreliable
	"Louisiana"	"22"	"23 years"	"23"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	10	157792	Unreliable
	"Louisiana"	"22"	"24 years"	"24"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	14	160242	Unreliable
	"Louisiana"	"22"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	160242	Unreliable
	"Louisiana"	"22"	"24 years"	"24"	"Assault by other and unspecified firearm discharge"	"X95"	10	160242	Unreliable
	"Louisiana"	"22"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	165512	12.1
	"Louisiana"	"22"	"25 years"	"25"	"Assault by other and unspecified firearm discharge"	"X95"	15	165512	Unreliable
	"Louisiana"	"22"	"26 years"	"26"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	170170	Unreliable
	"Louisiana"	"22"	"26 years"	"26"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	170170	14.7
	"Louisiana"	"22"	"27 years"	"27"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	171927	Unreliable
