"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"< 1 year"	"0"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	39	998819	3.9
	"Texas"	"48"	"< 1 year"	"0"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	17	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Septicaemia, unspecified"	"A41.9"	24	998819	2.4
	"Texas"	"48"	"< 1 year"	"0"	"Other viral infections of unspecified site"	"B34.8"	21	998819	2.1
	"Texas"	"48"	"< 1 year"	"0"	"Other hypertrophic cardiomyopathy"	"I42.2"	10	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Other specified cerebrovascular diseases"	"I67.8"	10	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Bronchopneumonia, unspecified"	"J18.0"	12	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Other disorders of lung"	"J98.4"	17	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	109	998819	10.9
	"Texas"	"48"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	190	998819	19.0
	"Texas"	"48"	"< 1 year"	"0"	"Newborn affected by oligohydramnios"	"P01.2"	26	998819	2.6
	"Texas"	"48"	"< 1 year"	"0"	"Newborn affected by multiple pregnancy"	"P01.5"	32	998819	3.2
	"Texas"	"48"	"< 1 year"	"0"	"Newborn affected by other maternal complications of pregnancy"	"P01.8"	10	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	79	998819	7.9
	"Texas"	"48"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	64	998819	6.4
	"Texas"	"48"	"< 1 year"	"0"	"Newborn affected by complication of labour and delivery, unspecified"	"P03.9"	24	998819	2.4
	"Texas"	"48"	"< 1 year"	"0"	"Slow fetal growth, unspecified"	"P05.9"	22	998819	2.2
	"Texas"	"48"	"< 1 year"	"0"	"Extremely low birth weight"	"P07.0"	23	998819	2.3
	"Texas"	"48"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	651	998819	65.2
	"Texas"	"48"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	187	998819	18.7
	"Texas"	"48"	"< 1 year"	"0"	"Intrauterine hypoxia, unspecified"	"P20.9"	63	998819	6.3
	"Texas"	"48"	"< 1 year"	"0"	"Birth asphyxia, unspecified"	"P21.9"	31	998819	3.1
	"Texas"	"48"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	100	998819	10.0
	"Texas"	"48"	"< 1 year"	"0"	"Respiratory distress of newborn, unspecified"	"P22.9"	11	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Congenital pneumonia, unspecified"	"P23.9"	10	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Pneumothorax originating in the perinatal period"	"P25.1"	14	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	36	998819	3.6
	"Texas"	"48"	"< 1 year"	"0"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	19	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	87	998819	8.7
	"Texas"	"48"	"< 1 year"	"0"	"Respiratory failure of newborn"	"P28.5"	13	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Neonatal cardiac failure"	"P29.0"	102	998819	10.2
	"Texas"	"48"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	64	998819	6.4
	"Texas"	"48"	"< 1 year"	"0"	"Persistent fetal circulation"	"P29.3"	30	998819	3.0
	"Texas"	"48"	"< 1 year"	"0"	"Congenital herpesviral [herpes simplex] infection"	"P35.2"	15	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	33	998819	3.3
	"Texas"	"48"	"< 1 year"	"0"	"Other bacterial sepsis of newborn"	"P36.8"	16	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	134	998819	13.4
	"Texas"	"48"	"< 1 year"	"0"	"Infection specific to the perinatal period, unspecified"	"P39.9"	16	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Intraventricular (nontraumatic) haemorrhage, grade 3, of newborn"	"P52.2"	10	998819	Unreliable
	"Texas"	"48"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	63	998819	6.3
