"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	12	85575	Unreliable
	"Connecticut"	"09"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	24	85575	28.0
	"Connecticut"	"09"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	41	85575	47.9
	"Connecticut"	"09"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	15	85575	Unreliable
	"Connecticut"	"09"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	25	85575	29.2
	"Connecticut"	"09"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	10	85575	Unreliable
	"Connecticut"	"09"	"< 1 year"	"0"	"Accidental suffocation and strangulation in bed"	"W75"	11	85575	Unreliable
	"Connecticut"	"09"	"21 years"	"21"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	124600	Unreliable
	"Connecticut"	"09"	"22 years"	"22"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	116160	Unreliable
	"Connecticut"	"09"	"23 years"	"23"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	110964	Unreliable
	"Connecticut"	"09"	"23 years"	"23"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	110964	Unreliable
	"Connecticut"	"09"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	109591	Unreliable
	"Connecticut"	"09"	"24 years"	"24"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	109591	Unreliable
	"Connecticut"	"09"	"25 years"	"25"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	108514	Unreliable
	"Connecticut"	"09"	"25 years"	"25"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	108514	Unreliable
	"Connecticut"	"09"	"26 years"	"26"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	107303	Unreliable
