"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	10	54564	Unreliable
	"Idaho"	"16"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	17	54564	Unreliable
	"Idaho"	"16"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	12	54564	Unreliable
	"Idaho"	"16"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	15	54564	Unreliable
	"Idaho"	"16"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	12	54564	Unreliable
	"Idaho"	"16"	"31 years"	"31"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	55572	Unreliable
	"Idaho"	"16"	"35 years"	"35"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	57102	Unreliable
	"Idaho"	"16"	"44 years"	"44"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	49650	Unreliable
	"Idaho"	"16"	"46 years"	"46"	"Acute myocardial infarction, unspecified"	"I21.9"	11	50105	Unreliable
	"Idaho"	"16"	"50 years"	"50"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	49090	Unreliable
	"Idaho"	"16"	"51 years"	"51"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	15	48719	Unreliable
	"Idaho"	"16"	"53 years"	"53"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	50565	Unreliable
	"Idaho"	"16"	"53 years"	"53"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	20	50565	39.6
	"Idaho"	"16"	"54 years"	"54"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	12	51983	Unreliable
	"Idaho"	"16"	"54 years"	"54"	"Acute myocardial infarction, unspecified"	"I21.9"	12	51983	Unreliable
	"Idaho"	"16"	"55 years"	"55"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	53900	Unreliable
	"Idaho"	"16"	"55 years"	"55"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	22	53900	40.8
	"Idaho"	"16"	"55 years"	"55"	"Acute myocardial infarction, unspecified"	"I21.9"	12	53900	Unreliable
	"Idaho"	"16"	"55 years"	"55"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	53900	Unreliable
	"Idaho"	"16"	"56 years"	"56"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	21	54991	38.2
