"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	38	181430	20.9
	"Maryland"	"24"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	63	181430	34.7
	"Maryland"	"24"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	21	181430	11.6
	"Maryland"	"24"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	31	181430	17.1
	"Maryland"	"24"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	232	181430	127.9
	"Maryland"	"24"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	46	181430	25.4
	"Maryland"	"24"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	27	181430	14.9
	"Maryland"	"24"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	10	181430	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	10	181430	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	25	181430	13.8
	"Maryland"	"24"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	13	181430	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	21	181430	11.6
	"Maryland"	"24"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	13	181430	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	19	181430	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	19	181430	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	10	181430	Unreliable
	"Maryland"	"24"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	131	181430	72.2
