"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Delaware"	"10"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	16	26167	Unreliable
	"Delaware"	"10"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	13	26167	Unreliable
	"Delaware"	"10"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	10	26167	Unreliable
	"Delaware"	"10"	"< 1 year"	"0"	"Other ill-defined and unspecified causes of mortality"	"R99"	12	26167	Unreliable
	"Delaware"	"10"	"24 years"	"24"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	30276	Unreliable
	"Delaware"	"10"	"30 years"	"30"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	32984	Unreliable
	"Delaware"	"10"	"32 years"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	31069	Unreliable
	"Delaware"	"10"	"33 years"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	30485	Unreliable
	"Delaware"	"10"	"34 years"	"34"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	30308	Unreliable
	"Delaware"	"10"	"35 years"	"35"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	30051	Unreliable
	"Delaware"	"10"	"36 years"	"36"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	30170	Unreliable
	"Delaware"	"10"	"38 years"	"38"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	29700	Unreliable
	"Delaware"	"10"	"44 years"	"44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	27379	Unreliable
	"Delaware"	"10"	"50 years"	"50"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	31978	Unreliable
	"Delaware"	"10"	"50 years"	"50"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	11	31978	Unreliable
	"Delaware"	"10"	"51 years"	"51"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	32479	Unreliable
	"Delaware"	"10"	"52 years"	"52"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	33364	Unreliable
	"Delaware"	"10"	"52 years"	"52"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	18	33364	Unreliable
	"Delaware"	"10"	"53 years"	"53"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	34426	Unreliable
