"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"New York"	"36"	"< 1 year"	"0"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	34	583408	5.8
	"New York"	"36"	"< 1 year"	"0"	"Septicaemia, unspecified"	"A41.9"	15	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Other viral infections of unspecified site"	"B34.8"	12	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Other disorders of lung"	"J98.4"	20	583408	3.4
	"New York"	"36"	"< 1 year"	"0"	"Newborn affected by incompetent cervix"	"P01.0"	42	583408	7.2
	"New York"	"36"	"< 1 year"	"0"	"Newborn affected by premature rupture of membranes"	"P01.1"	57	583408	9.8
	"New York"	"36"	"< 1 year"	"0"	"Newborn affected by oligohydramnios"	"P01.2"	14	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Newborn affected by other maternal complications of pregnancy"	"P01.8"	13	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	38	583408	6.5
	"New York"	"36"	"< 1 year"	"0"	"Newborn affected by chorioamnionitis"	"P02.7"	20	583408	3.4
	"New York"	"36"	"< 1 year"	"0"	"Slow fetal growth, unspecified"	"P05.9"	13	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Extremely low birth weight"	"P07.0"	37	583408	6.3
	"New York"	"36"	"< 1 year"	"0"	"Extreme immaturity"	"P07.2"	395	583408	67.7
	"New York"	"36"	"< 1 year"	"0"	"Other preterm infants"	"P07.3"	82	583408	14.1
	"New York"	"36"	"< 1 year"	"0"	"Intrauterine hypoxia, unspecified"	"P20.9"	21	583408	3.6
	"New York"	"36"	"< 1 year"	"0"	"Birth asphyxia, unspecified"	"P21.9"	15	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Respiratory distress syndrome of newborn"	"P22.0"	57	583408	9.8
	"New York"	"36"	"< 1 year"	"0"	"Neonatal aspiration of meconium"	"P24.0"	11	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	22	583408	3.8
	"New York"	"36"	"< 1 year"	"0"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	20	583408	3.4
	"New York"	"36"	"< 1 year"	"0"	"Primary atelectasis of newborn"	"P28.0"	13	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Neonatal cardiac failure"	"P29.0"	59	583408	10.1
	"New York"	"36"	"< 1 year"	"0"	"Neonatal cardiac dysrhythmia"	"P29.1"	163	583408	27.9
	"New York"	"36"	"< 1 year"	"0"	"Persistent fetal circulation"	"P29.3"	13	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	12	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	35	583408	6.0
	"New York"	"36"	"< 1 year"	"0"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	23	583408	3.9
	"New York"	"36"	"< 1 year"	"0"	"Necrotizing enterocolitis of newborn"	"P77"	48	583408	8.2
	"New York"	"36"	"< 1 year"	"0"	"Perinatal intestinal perforation"	"P78.0"	15	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	17	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	28	583408	4.8
	"New York"	"36"	"< 1 year"	"0"	"Anencephaly"	"Q00.0"	17	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Hypoplastic left heart syndrome"	"Q23.4"	27	583408	4.6
	"New York"	"36"	"< 1 year"	"0"	"Congenital malformation of heart, unspecified"	"Q24.9"	60	583408	10.3
	"New York"	"36"	"< 1 year"	"0"	"Hypoplasia and dysplasia of lung"	"Q33.6"	28	583408	4.8
	"New York"	"36"	"< 1 year"	"0"	"Congenital diaphragmatic hernia"	"Q79.0"	30	583408	5.1
	"New York"	"36"	"< 1 year"	"0"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	18	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Congenital malformation, unspecified"	"Q89.9"	20	583408	3.4
	"New York"	"36"	"< 1 year"	"0"	"Edwards syndrome, unspecified"	"Q91.3"	31	583408	5.3
	"New York"	"36"	"< 1 year"	"0"	"Patau syndrome, unspecified"	"Q91.7"	15	583408	Unreliable
	"New York"	"36"	"< 1 year"	"0"	"Sudden infant death syndrome - SIDS"	"R95"	71	583408	12.2
